BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460845.092640,1.02113,0.00242,1.5053,0.58,0.70,9.63,5227
2460845.092872,1.01958,0.00241,1.5072,0.50,-1.00,10.06,5162
2460845.093115,1.01940,0.00242,1.5091,0.82,0.58,10.45,4782
2460845.093347,1.01339,0.00243,1.5110,1.59,0.87,10.95,4246
2460845.093591,1.01990,0.00242,1.5129,0.36,-1.85,9.76,5330
2460845.093826,1.02458,0.00243,1.5148,-1.00,-0.63,9.25,6001
2460845.094058,1.02544,0.00243,1.5167,-0.92,-0.57,9.77,5421
2460845.094302,1.02186,0.00246,1.5187,0.38,0.21,11.71,4092
2460845.094534,1.02262,0.00243,1.5206,1.54,-0.90,9.29,5874
2460845.094766,1.01928,0.00244,1.5226,-0.44,-1.54,11.35,4783
2460845.095010,1.02026,0.00244,1.5245,-0.45,-0.84,10.96,4686
2460845.095243,1.02694,0.00244,1.5265,2.15,-0.01,10.28,5295
2460845.095487,1.01816,0.00242,1.5284,-1.80,-1.36,9.66,5545
2460845.095719,1.01994,0.00245,1.5304,0.32,-0.23,9.91,4986
2460845.095962,1.02516,0.00244,1.5324,2.90,0.10,9.22,6584
2460845.096197,1.01752,0.00242,1.5344,0.46,-0.27,8.85,6745
2460845.096429,1.02288,0.00245,1.5363,0.75,0.11,10.07,5416
2460845.096672,1.01839,0.00243,1.5384,-1.67,-1.20,9.67,5336
2460845.096916,1.02152,0.00244,1.5405,-1.53,-1.59,9.32,5814
2460845.097148,1.01829,0.00244,1.5424,0.59,0.37,9.42,5636
2460845.097394,1.02158,0.00245,1.5445,-0.86,0.34,10.01,5446
2460845.097626,1.01962,0.00244,1.5465,0.48,-1.43,8.84,6538
2460845.097870,1.02454,0.00245,1.5485,-0.55,-1.64,8.50,6334
2460845.098104,1.02159,0.00245,1.5506,1.25,-0.19,9.26,5741
2460845.098347,1.02418,0.00245,1.5526,-0.82,0.27,9.42,5773
2460845.098579,1.01797,0.00245,1.5547,-0.61,-0.85,9.75,5088
2460845.098812,1.02044,0.00244,1.5567,3.51,0.36,8.61,6665
2460845.099056,1.02439,0.00245,1.5588,2.48,0.80,8.97,6436
2460845.099288,1.02024,0.00244,1.5608,-2.27,-1.61,8.89,6612
2460845.099519,1.02317,0.00246,1.5629,-2.26,-1.59,10.19,5023
2460845.099763,1.01902,0.00244,1.5650,0.09,-0.76,9.54,5962
2460845.100006,1.02258,0.00245,1.5671,-0.22,-0.06,8.73,6735
2460845.100238,1.01994,0.00244,1.5692,1.37,-0.16,8.72,6927
2460845.100470,1.02196,0.00245,1.5713,0.22,-0.99,8.90,6399
2460845.100715,1.02172,0.00245,1.5734,1.17,0.79,9.39,6138
2460845.100947,1.01987,0.00245,1.5756,-0.25,-0.68,8.81,6484
2460845.101190,1.01801,0.00245,1.5776,-0.40,-1.03,9.16,6248
2460845.101425,1.01957,0.00247,1.5798,1.73,-0.57,10.31,4735
2460845.101657,1.01804,0.00246,1.5820,1.26,-0.27,8.88,5844
2460845.101901,1.02060,0.00248,1.5841,2.13,0.17,10.85,4745
2460845.102135,1.01892,0.00247,1.5863,-1.71,-1.87,9.82,5428
2460845.102371,1.02125,0.00246,1.5885,-4.17,-0.09,8.47,6316
2460845.102603,1.02184,0.00248,1.5906,0.12,-0.80,9.72,5407
2460845.102847,1.01469,0.00247,1.5928,0.97,-1.09,9.97,5337
2460845.103079,1.01849,0.00248,1.5950,0.77,-0.63,10.16,5161
2460845.103322,1.01767,0.00247,1.5972,-0.21,-0.82,10.10,5182
2460845.103554,1.02088,0.00247,1.5994,1.28,0.08,8.87,6501
2460845.103785,1.01781,0.00247,1.6016,1.32,-1.44,8.86,6418
2460845.104028,1.02249,0.00248,1.6038,-1.52,-1.28,8.96,5935
2460845.104264,1.02366,0.00249,1.6060,1.02,0.41,9.44,5724
2460845.104496,1.02347,0.00248,1.6082,0.21,-0.77,9.20,6312
2460845.104740,1.02161,0.00248,1.6105,0.26,-0.04,8.88,6307
2460845.104972,1.01850,0.00248,1.6127,-2.10,-2.12,9.27,5835
2460845.105204,1.02022,0.00248,1.6150,-1.04,-1.66,10.49,5320
2460845.105447,1.02384,0.00252,1.6173,0.12,0.01,10.31,4636
2460845.105682,1.02083,0.00250,1.6195,1.19,0.16,9.02,5572
2460845.105925,1.02631,0.00252,1.6219,1.89,-0.98,9.48,5187
2460845.106157,1.02283,0.00251,1.6241,0.90,-0.49,9.21,5835
2460845.106401,1.02146,0.00249,1.6265,0.11,-1.11,9.98,5761
2460845.106633,1.02459,0.00249,1.6287,0.72,-0.34,8.49,7237
2460845.106877,1.01887,0.00249,1.6311,0.05,-1.36,9.15,6004
2460845.107109,1.02056,0.00253,1.6334,0.58,0.82,9.86,4665
2460845.107342,1.02712,0.00258,1.6357,0.11,-0.31,12.03,3640
2460845.107586,1.01871,0.00250,1.6380,1.09,-0.90,8.72,6286
2460845.107818,1.02170,0.00252,1.6404,-1.00,-1.67,9.52,5725
2460845.108061,1.02645,0.00254,1.6427,-2.86,-0.81,10.66,4941
2460845.108293,1.02177,0.00252,1.6451,0.42,-0.78,10.06,5024
2460845.108525,1.02347,0.00253,1.6475,1.30,-0.52,9.26,5672
2460845.108769,1.02457,0.00254,1.6499,-0.27,-0.44,9.65,5391
2460845.109000,1.02270,0.00252,1.6522,0.25,-1.01,8.99,6271
2460845.109244,1.02447,0.00254,1.6546,0.06,-0.52,10.28,4682
2460845.109476,1.02412,0.00256,1.6570,-0.14,-1.72,10.47,4519
2460845.109707,1.02284,0.00254,1.6595,0.02,0.67,9.33,5778
2460845.109951,1.02317,0.00254,1.6619,2.20,-1.21,8.72,5935
2460845.110183,1.02243,0.00255,1.6643,2.63,1.01,9.90,5245
2460845.110426,1.02467,0.00257,1.6667,-1.06,-1.01,9.78,4964
2460845.110658,1.01873,0.00254,1.6692,-1.25,-1.27,10.07,5086
2460845.110890,1.02119,0.00254,1.6716,-0.09,-0.86,7.83,7356
2460845.111135,1.02409,0.00256,1.6741,-0.24,-0.92,10.57,4621
2460845.111367,1.02168,0.00258,1.6766,1.47,-0.95,10.35,4572
2460845.111599,1.02118,0.00256,1.6790,0.89,-0.75,9.91,5297
2460845.111842,1.02546,0.00257,1.6815,-0.15,-0.73,11.38,4495
2460845.112074,1.02378,0.00258,1.6840,1.96,-1.18,11.69,4473
2460845.112320,1.02047,0.00257,1.6866,-0.45,-1.59,10.25,5323
2460845.112552,1.02154,0.00258,1.6891,-0.59,-1.55,9.79,5098
2460845.112785,1.02801,0.00260,1.6916,1.81,0.40,11.81,4208
2460845.113028,1.01836,0.00257,1.6942,1.30,-1.49,9.25,5336
2460845.113260,1.02087,0.00257,1.6967,0.94,-0.09,9.21,5672
2460845.113504,1.02727,0.00259,1.6993,-1.07,-1.78,9.46,5474
2460845.113736,1.02333,0.00259,1.7019,-0.18,-0.73,10.72,4681
2460845.113979,1.02746,0.00259,1.7044,1.15,-0.43,9.65,5768
2460845.114212,1.02422,0.00260,1.7070,0.23,-1.38,10.49,4919
2460845.114455,1.02080,0.00259,1.7096,2.56,-0.35,9.46,5320
2460845.114687,1.02241,0.00261,1.7122,0.04,-1.09,11.74,3958
2460845.114919,1.02256,0.00260,1.7148,0.18,-0.44,10.32,4713
2460845.115155,1.02003,0.00260,1.7174,-0.22,-0.15,10.83,4222
2460845.115398,1.02373,0.00261,1.7201,-0.51,-0.92,11.03,4534
2460845.115630,1.01866,0.00260,1.7227,2.03,0.90,10.51,4784
2460845.115874,1.02308,0.00261,1.7253,1.38,-2.07,10.56,4844
2460845.116107,1.01788,0.00260,1.7280,0.37,-0.54,10.28,5013
2460845.116339,1.02367,0.00263,1.7307,-1.40,-0.81,11.15,4091
2460845.116573,1.01956,0.00261,1.7334,-0.70,-0.66,10.34,4882
2460845.116816,1.02153,0.00262,1.7361,1.91,-0.01,10.81,4826
2460845.117095,1.02172,0.00261,1.7392,0.81,-0.49,9.43,5605
2460845.117326,1.02081,0.00261,1.7419,0.56,-0.93,9.52,5438
2460845.117572,1.02348,0.00264,1.7447,-0.38,-1.11,11.86,4125
2460845.117804,1.02415,0.00264,1.7474,0.55,-1.24,11.81,3996
2460845.118048,1.02448,0.00264,1.7501,-0.78,-1.12,10.77,4575
2460845.118280,1.02498,0.00264,1.7529,1.26,-0.45,10.07,5516
2460845.118512,1.02777,0.00266,1.7557,2.93,0.37,10.36,5012
2460845.118755,1.02138,0.00264,1.7584,2.30,1.11,11.71,4367
2460845.118991,1.02276,0.00264,1.7612,-0.74,-2.04,12.08,4416
2460845.119223,1.02174,0.00265,1.7640,-2.10,-2.49,11.34,4449
2460845.119466,1.02238,0.00265,1.7668,0.53,-0.49,11.62,4381
2460845.119697,1.01816,0.00264,1.7696,1.23,-1.28,11.50,4373
2460845.119941,1.02391,0.00266,1.7725,1.40,-1.19,11.90,3922
2460845.120176,1.02658,0.00267,1.7753,0.40,-0.34,10.03,4867
2460845.120409,1.01941,0.00265,1.7781,1.14,-1.59,9.91,5066
2460845.120641,1.02048,0.00266,1.7810,1.04,-0.78,10.82,4657
2460845.120909,1.02209,0.00267,1.7842,0.64,0.17,12.06,3841
2460845.121153,1.02438,0.00267,1.7871,0.39,-1.00,10.89,4418
2460845.121385,1.02067,0.00266,1.7900,1.02,0.27,10.09,5131
2460845.121617,1.02366,0.00268,1.7929,1.52,0.70,10.29,4834
2460845.121861,1.02732,0.00270,1.7958,-0.64,-0.46,11.54,4127
2460845.122093,1.02619,0.00269,1.7988,-1.99,-1.10,11.10,4252
2460845.122338,1.01894,0.00265,1.8017,-0.15,-1.57,8.45,6740
2460845.122569,1.02056,0.00268,1.8046,2.23,0.10,8.92,5413
2460845.122813,1.02498,0.00269,1.8075,0.63,-0.55,9.77,5347
2460845.123045,1.02285,0.00268,1.8106,1.29,-0.65,9.59,5681
2460845.123279,1.02372,0.00268,1.8135,0.56,-1.38,8.55,6640
2460845.123523,1.02292,0.00270,1.8165,-0.51,-0.40,9.79,4994
2460845.123755,1.02739,0.00272,1.8195,-0.65,-0.04,10.32,4584
2460845.123998,1.02437,0.00270,1.8225,1.11,-0.41,9.94,5429
2460845.124230,1.02648,0.00271,1.8256,2.12,1.24,9.14,5818
2460845.124463,1.02112,0.00270,1.8286,0.05,-0.60,10.75,4707
2460845.124708,1.02290,0.00272,1.8317,0.03,-0.97,10.03,5031
2460845.124940,1.01998,0.00272,1.8347,-1.93,-1.56,10.16,4718
2460845.125416,1.02125,0.00273,1.8408,-0.46,-1.59,10.85,4180
2460845.126123,1.01929,0.00272,1.8502,-0.82,-0.65,9.58,4940
2460845.126366,1.01935,0.00273,1.8534,1.64,-1.49,10.01,4991
2460845.126833,1.01801,0.00273,1.8597,-0.62,0.47,9.90,5492
2460845.127320,1.02005,0.00275,1.8661,1.41,0.92,10.63,4848
2460845.127552,1.02346,0.00275,1.8693,-1.47,-0.12,9.16,6282
